Laptop_Titulo,Laptop_Precio,Laptop_Url
Laptop Lenovo V14-Iil Intel Core I3 1005g1 RAM 4GB Disco 1TB HDD 14 HD,"S/ 2099.00
          ",https://www.linio.com.pe/p/laptop-lenovo-v14-iil-intel-core-i3-1005g1-ram-4gb-disco-1tb-hdd-14-hd-lezssp
Notebook KUU A5 Intel Core i5-11300H 16GB 512GB SSD Windows 11 Preinstalado,"S/ 3569.00
          ",https://www.linio.com.pe/p/notebook-kuu-a5-intel-core-i5-11300h-16gb-512gb-ssd-windows-11-preinstalado-ld52u0
Laptop Lenovo S340- Intel I7 8GBRam 256GB SSD Windows 10,"S/ 3159.00
          ",https://www.linio.com.pe/p/laptop-lenovo-s340-intel-i7-8gbram-256gb-ssd-windows-10-yp37xm
Laptop Lenovo 15IIL Intel I7 8GBRam 256GB SSD X360Touch Windows 10,"S/ 3539.00
          ",https://www.linio.com.pe/p/laptop-lenovo-15iil-intel-i7-8gbram-256gb-ssd-x360touch-windows-10-jt91zq
LAPTOP HP 250 G8 INTEL CORE I5 1035G1 RAM 4GB DISCO 1TB HDD 15.6 HD FREEDOS,"S/ 2399.00
          ",https://www.linio.com.pe/p/laptop-hp-250-g8-intel-core-i5-1035g1-ram-4gb-disco-1tb-hdd-156-hd-freedos-lfgfps
Macbook Pro(2015) Intel Core i7 A1502  2.5GHz  15''Retina  16GB RAM 512GB SSD,"S/ 5919.00
          ",https://www.linio.com.pe/p/macbook-pro-2015-intel-core-i7-a1502-25ghz-15-retina-16gb-ram-512gb-ssd-yoadeq
Macbook Air(2015) Intel Core i5 A1466 1.6GHz  13'' 8GBRAM 256GBSSD,"S/ 3299.00
          ",https://www.linio.com.pe/p/macbook-air-2015-intel-core-i5-a1466-16ghz-13-8gbram-256gbssd-vdt40y
Macbook Air(2017) Intel Core i5 A1466 1.8GHz  13''  8GBRAM 128GBSSD,"S/ 2979.00
          ",https://www.linio.com.pe/p/macbook-air-2017-intel-core-i5-a1466-18ghz-13-8gbram-128gbssd-tq9rj6
Macbook Air(2017) Intel Core i5 A1466 1.8GHz  13'' 8GBRAM 256GBSSD,"S/ 3499.00
          ",https://www.linio.com.pe/p/macbook-air-2017-intel-core-i5-a1466-18ghz-13-8gbram-256gbssd-s2qf1e
Macbook Air(2017) Intel Core i7 A1466  2.2GHz 13'' 8GBRAM 512GBSSD,"S/ 3999.00
          ",https://www.linio.com.pe/p/macbook-air-2017-intel-core-i7-a1466-22ghz-13-8gbram-512gbssd-qf72jm
Macbook Pro(2015) Intel Core i5 A1502  2.7GHz  13''Retina  8GBRAM 128GBSSD,"S/ 3199.00
          ",https://www.linio.com.pe/p/macbook-pro-2015-intel-core-i5-a1502-27ghz-13-retina-8gbram-128gbssd-ornq1u
Macbook Pro(2015) Intel Core i5 A1502  2.7GHz  13''Retina  8GBRAM 256GBSSD,"S/ 3519.00
          ",https://www.linio.com.pe/p/macbook-pro-2015-intel-core-i5-a1502-27ghz-13-retina-8gbram-256gbssd-n44dk2
Macbook Pro(2015) Intel Core i5 A1502  2.9GHz  13''Retina  8GBRAM 512GBSSD,"S/ 4919.00
          ",https://www.linio.com.pe/p/macbook-pro-2015-intel-core-i5-a1502-29ghz-13-retina-8gbram-512gbssd-lgl12a
Macbook Pro(2015) Intel Core i7 A1502  2.2GHz  15''Retina  16GBRAM 256GBSSD,"S/ 5519.00
          ",https://www.linio.com.pe/p/macbook-pro-2015-intel-core-i7-a1502-22ghz-15-retina-16gbram-256gbssd-jt1oki
Macbook Air(2015) Intel Core i5 A1466 1.6GHz  13'' 4GBRAM 128GBSSD,"S/ 2619.00
          ",https://www.linio.com.pe/p/macbook-air-2015-intel-core-i5-a1466-16ghz-13-4gbram-128gbssd-jtn46a
HP Elitebook 840 G1 14 Intel Core i5-4300U 1.90Ghz 8GB 500GB WCam Win 10 Pro,"S/ 1625.00
          ",https://www.linio.com.pe/p/hp-elitebook-840-g1-14-intel-core-i5-4300u-190ghz-8gb-500gb-wcam-win-10-pro-rz5wfz
Laptops Lenovo Thinkpad X250 i5 2.2GHz 12inch 8GB+500GB HDD WIN10,"S/ 1839.00
          ",https://www.linio.com.pe/p/laptops-lenovo-thinkpad-x250-i5-22ghz-12inch-8gb-500gb-hdd-win10-x08hg0
Laptops Lenovo Thinkpad T460 i5 2.4GHz 14inch 8GB+256GB SSD WIN10,"S/ 2399.00
          ",https://www.linio.com.pe/p/laptops-lenovo-thinkpad-t460-i5-24ghz-14inch-8gb-256gb-ssd-win10-vcp4y8
Laptops Lenovo Thinkpad T450 i5 2.3GHz 14inch 8GB+500GB HDD WIN10,"S/ 2299.00
          ",https://www.linio.com.pe/p/laptops-lenovo-thinkpad-t450-i5-23ghz-14inch-8gb-500gb-hdd-win10-jsj53k
Laptops Lenovo Thinkpad X260 i5 2.4GHz 12inch 8GB+500GB HDD WIN10,"S/ 2199.00
          ",https://www.linio.com.pe/p/laptops-lenovo-thinkpad-x260-i5-24ghz-12inch-8gb-500gb-hdd-win10-n3lu34
Hp 15 N5000 Quadcore ( 8gb + 128 Ssd ) Laptop Intel Win10 - Rojo,"S/ 1725.00
          ",https://www.linio.com.pe/p/hp-15-n5000-quadcore-8gb-128-ssd-laptop-intel-win10-rojo-wzcfz1
Laptop HP 17-ca AMD Ryzen 5 16GBRam 256GB SSD Windows 10,"S/ 2599.00
          ",https://www.linio.com.pe/p/laptop-hp-17-ca-amd-ryzen-5-16gbram-256gb-ssd-windows-10-tpt1o3
Laptop HP 15-CS Intel I5 12GBRam 512GB SSD Touch Windows 10,"S/ 3159.00
          ",https://www.linio.com.pe/p/laptop-hp-15-cs-intel-i5-12gbram-512gb-ssd-touch-windows-10-s1qy0a
Laptop HP 17-CN Intel I5 12GBRam 1TB  Windows 10,"S/ 2919.00
          ",https://www.linio.com.pe/p/laptop-hp-17-cn-intel-i5-12gbram-1tb-windows-10-qb3ppj
Laptop KUU Yobook Pro Intel Celeron N4120 8GB 256GB SSD 3K,"S/ 1979.00
          ",https://www.linio.com.pe/p/laptop-kuu-yobook-pro-intel-celeron-n4120-8gb-256gb-ssd-3k-vcshc3
Notebook KUU A8s Pro Intel Celeron J4125 8GB 256GB SSD,"S/ 1709.00
          ",https://www.linio.com.pe/p/notebook-kuu-a8s-pro-intel-celeron-j4125-8gb-256gb-ssd-qe6fur
Laptop KUU Yobook M Intel Celeron N4020 6GB 128GB SSD,"S/ 1489.00
          ",https://www.linio.com.pe/p/laptop-kuu-yobook-m-intel-celeron-n4020-6gb-128gb-ssd-n1bn04
Laptop Lenovo FHD15 pulgadas AMD R5 5500U-8G-512SSD Exc Thinkpad Notebook,"S/ 5350.00
          ",https://www.linio.com.pe/p/laptop-lenovo-fhd15-pulgadas-amd-r5-5500u-8g-512ssd-exc-thinkpad-notebook-ldp3hd
Notebook LHMZNIY A5 Intel Core i5-11300H 16GB 512GB SSD Windows 11 Preinstalado,"S/ 3569.00
          ",https://www.linio.com.pe/p/notebook-lhmzniy-a5-intel-core-i5-11300h-16gb-512gb-ssd-windows-11-preinstalado-ylfus8
Laptop LHMZNIY Yobook Pro Intel Celeron N4120 8G 256G SSD 3K,"S/ 1979.00
          ",https://www.linio.com.pe/p/laptop-lhmzniy-yobook-pro-intel-celeron-n4120-8g-256g-ssd-3k-ylkp8z
Laptop LHMZNIY A8s Pro Intel Celeron J4125 8GB 256GB SSD,"S/ 1709.00
          ",https://www.linio.com.pe/p/laptop-lhmzniy-a8s-pro-intel-celeron-j4125-8gb-256gb-ssd-vcs0ft
NOTEBOOK LHMZNIY A8s Pro Intel Celeron J4125 8GB 256GB SSD,"S/ 1709.00
          ",https://www.linio.com.pe/p/notebook-lhmzniy-a8s-pro-intel-celeron-j4125-8gb-256gb-ssd-tp8ny1
Laptop LHMZNIY Yobook M Intel Celeron N4020 6GB 128GB SSD,"S/ 1489.00
          ",https://www.linio.com.pe/p/laptop-lhmzniy-yobook-m-intel-celeron-n4020-6gb-128gb-ssd-ryqt9w
LAPTOP LHMZNIY A8s Pro Intel Celeron J4125 8GB 256GB SSD,"S/ 1709.00
          ",https://www.linio.com.pe/p/laptop-lhmzniy-a8s-pro-intel-celeron-j4125-8gb-256gb-ssd-ryr9ju
Laptop Dell Latitude 3310d 133 HD Intel Core i3 8 4gb Ram 128gb SSD W10,"S/ 1799.00
          ",https://www.linio.com.pe/p/laptop-dell-latitude-3310d-133-hd-intel-core-i3-8o-4gb-ram-128gb-ssd-w10-ykx243
Laptop Asus 14 HD M08470 Intel Celeron N4000 4gb Ram 64gb SSD W10,"S/ 1299.00
          ",https://www.linio.com.pe/p/laptop-asus-14-hd-m08470-intel-celeron-n4000-4gb-ram-64gb-ssd-w10-n1chv7
Laptop HP 14 HD Intel Core i3 4GB RAM 128GB SSD,"S/ 1679.00
          ",https://www.linio.com.pe/p/laptop-hp-14-hd-intel-core-i3-4gb-ram-128gb-ssd-v9t4d7
Laptop Lenovo Ideapad 81WE0016US 15.6 Intel Core i3 10 4gb ram 128gb SSD,"S/ 1699.00
          ",https://www.linio.com.pe/p/laptop-lenovo-ideapad-81we0016us-156-intel-core-i3-10o-4gb-ram-128gb-ssd-v9lfg3
Lenovo Thinkpad Yoga Intel Core I3 6100U RAM 8GB Disco 128GB SSD Touch 11.6 HD,"S/ 1899.00
          ",https://www.linio.com.pe/p/lenovo-thinkpad-yoga-intel-core-i3-6100u-ram-8gb-disco-128gb-ssd-touch-116-hd-rzusag
"Laptop Acer Chromebook Spin 713 Intel I5-1135G7 Ram 8GB SSD 256GB 13.5"" 2K Chrome Os","S/ 2239.00
          ",https://www.linio.com.pe/p/laptop-acer-chromebook-spin-713-intel-i5-1135g7-ram-8gb-ssd-256gb-135-2k-chrome-os-wxb162
"Laptop Dell Vostro 14 Ryzen 5 8GB RAM 256GB SSD 14"" AMD Radeon Vega 8 Graphics","S/ 2139.00
          ",https://www.linio.com.pe/p/laptop-dell-vostro-14-ryzen-5-8gb-ram-256gb-ssd-14-amd-radeon-vega-8-graphics-oplsu8
"Laptop Aspire 3 A315-56-31P1 15,6"" Core I3(Th) 8GB 256GB  ACER","S/ 1759.00
          ",https://www.linio.com.pe/p/laptop-aspire-3-a315-56-31p1-15-6-core-i3-th-8gb-256gb-acer-ors80c
Laptop Dell core I3501 I3-1115G4 4GB 1TB 15.6 HD Ubuntu Linux,"S/ 2099.00
          ",https://www.linio.com.pe/p/laptop-dell-core-i3501-i3-1115g4-4gb-1tb-156-hd-ubuntu-linux-n2i16o
"HP All in One - 22-dd0018la AMD Ryzen3, 4GB SDRAM DDR4-2400/DDSATA de 1 TB,WIN10","S/ 1799.00
          ",https://www.linio.com.pe/p/hp-all-in-one-22-dd0018la-amd-ryzen3-4gb-sdram-ddr4-2400-ddsata-de-1-tb-win10-yp0ird
Laptop HP Gaming 15-DK1025LA 156 Core i5-10300H 8GB 256GB SSD FreeDOS,"S/ 3429.00
          ",https://www.linio.com.pe/p/laptop-hp-gaming-15-dk1025la-156-core-i5-10300h-8gb-256gb-ssd-freedos-vf3bj6
"Laptop Hp 250 G7, Core I3-10Ma, Ram 8Gb, 1Tb, Led 15.6""","S/ 2899.00
          ",https://www.linio.com.pe/p/laptop-hp-250-g7-core-i3-10ma-ram-8gb-1tb-led-156--ylgrcj
"LAPTOP HP 250 G8 CI7-1065G7, 8GB, 1TB HDD, VID MX330 FREEDOS 15.6"" 2P5M3LT ABM + MOCHILA HP PRELUDE","S/ 3399.00
          ",https://www.linio.com.pe/p/laptop-hp-250-g8-ci7-1065g7-8gb-1tb-hdd-vid-mx330-freedos-156-2p5m3lt-abm-mochila-hp-prelude-vdxlzg
"Laptop Hp 14"" dk1022wm Amd Ryzen 3 4gb Ram 128gb Ssd Win10","S/ 1899.00
          ",https://www.linio.com.pe/p/laptop-hp-14-dk1022wm-amd-ryzen-3-4gb-ram-128gb-ssd-win10-vctehx
"Laptop HP 15.6"" Ryzen 3 Serie 4000 256GB SSD 4GB 15-EF1009LA","S/ 2159.00
          ",https://www.linio.com.pe/p/laptop-hp-156-ryzen-3-serie-4000-256gb-ssd-4gb-15-ef1009la-towap5
Laptop HP 14-cf2064la Intel CORE i3 10110U RAM 4GB DISCO 128GB SSD 14 HD W11,"S/ 1899.00
          ",https://www.linio.com.pe/p/laptop-hp-14-cf2064la-intel-core-i3-10110u-ram-4gb-disco-128gb-ssd-14-hd-w11-tp5hm7
LAPTOP HP 15-ef1021la Notebook  AMD Ryzen 3 4300 /4 GB /256 GB SSD  FreeDOS,"S/ 2029.00
          ",https://www.linio.com.pe/p/laptop-hp-15-ef1021la-notebook-amd-ryzen-3-4300-4-gb-256-gb-ssd-freedos-tonj0x
Laptop HP Gaming 15-DK1025LA 156 Core i5-10300H 8GB 256GB SSD FreeDOS.,"S/ 3429.00
          ",https://www.linio.com.pe/p/laptop-hp-gaming-15-dk1025la-156-core-i5-10300h-8gb-256gb-ssd-freedos-s351b9
"LAPTOP HP 250 G7, Core i3-10ma, RAM 4GB, 1TB, LEl 15.6""","S/ 1899.00
          ",https://www.linio.com.pe/p/laptop-hp-250-g7-core-i3-10ma-ram-4gb-1tb-lel-156--tny5mn
Laptop HP Pavilion 15-Eh0011La Ryzen 7 4700U RAM 16GB Disco 512GB 15.6 FHD,"S/ 4299.00
          ",https://www.linio.com.pe/p/laptop-hp-pavilion-15-eh0011la-ryzen-7-4700u-ram-16gb-disco-512gb-156-fhd-s3fooj
"Combo HP 250 G8 Core i5 8GB RAM 1TB HDD 15.6"" HD FreeDos + Mochila + Mouse","S/ 2599.00
          ",https://www.linio.com.pe/p/combo-hp-250-g8-core-i5-8gb-ram-1tb-hdd-156-hd-freedos-mochila-mouse-qdmc17
Laptop HP 156 HD dw1001wm Intel Celeron N4020 4gb Ram 128gb SSD W10 + Microsoft Office,"S/ 1699.00
          ",https://www.linio.com.pe/p/laptop-hp-156-hd-dw1001wm-intel-celeron-n4020-4gb-ram-128gb-ssd-w10-microsoft-office-n4x3hl
"Laptop HP 14"" Intel Core i3 10Gen 4GB 128GB SSD 14-CF2064LA","S/ 2421.00
          ",https://www.linio.com.pe/p/laptop-hp-14-intel-core-i3-10-gen-4gb-128gb-ssd-14-cf2064la-n46nbn
Laptop HP 240 G7 Intel Celeron N4100 RAM 4GB Disco 1TB HDD 14 HD,"S/ 1599.00
          ",https://www.linio.com.pe/p/laptop-hp-240-g7-intel-celeron-n4100-ram-4gb-disco-1tb-hdd-14-hd-qccie8
"Laptop Hp 250 G7, LED 15.6"", Core I3-10Ma, RAM 4GB, 1TB, FREEDOS","S/ 1899.00
          ",https://www.linio.com.pe/p/laptop-hp-250-g7-led-156-core-i3-10ma-ram-4gb-1tb-freedos-lhxg89
PAVILION HP 13-BB0002LA I5-1135G7 8GB RAM - 256GB SSD -13.3 HD WIN 10,"S/ 2699.00
          ",https://www.linio.com.pe/p/pavilion-hp-13-bb0002la-i5-1135g7-8gb-ram-256gb-ssd-133-hd-win-10-lhaymk
"Laptop Lenovo 15"" FHD Intel Core i7 11va ( 12gb + 512 SSD ) Touch Win 10 BLUE","S/ 4936.00
          ",https://www.linio.com.pe/p/laptop-lenovo-15-fhd-intel-core-i7-11va-12gb-512-ssd-touch-win-10-blue-jpc8mj
PAVILION HP 13-BB0002LA I5-1135G7 8GB RAM - 256GB SSD -13.3 HD WIN 10,"S/ 2699.00
          ",https://www.linio.com.pe/p/pavilion-hp-13-bb0002la-i5-1135g7-8gb-ram-256gb-ssd-133-hd-win-10-vctjvh
Laptop Dell Inspiron 15 3501 Intel Core i5 1135G7 RAM 8GB  256GB SSD 15.6 HD,"S/ 2599.00
          ",https://www.linio.com.pe/p/laptop-dell-inspiron-15-3501-intel-core-i5-1135g7-ram-8gb-256gb-ssd-156-hd-s11ya9
"Laptop HP 15,6"" Ryzen 5 Serie 4000 256GB SSD 8GB 15-EF1012LA","S/ 2349.00
          ",https://www.linio.com.pe/p/laptop-hp-15-6-ryzen-5-serie-4000-256gb-ssd-8gb-15-ef1012la-jpm4z5
"Lenovo IdeaPad D330 - Intel Celeron N4020 - 4 GB - 64 GB - 10"" Lenovo","S/ 699.00
          ",https://www.linio.com.pe/p/lenovo-ideapad-d330-intel-celeron-n4020-4-gb-64-gb-10-lenovo-rz6kes
LAPTOP-LENONO-V15-IIL-INTEL-CORE-I5-1035G1-RAM-8GB-DISCO-1TB-HDD-VIDEO-2GB-156-HD,"S/ 3029.00
          ",https://www.linio.com.pe/p/laptop-lenono-v15-iil-intel-core-i5-1035g1-ram-8gb-disco-1tb-hdd-video-2gb-156-hd-lhr7p5
HP Elitebook 840 G1 14 Intel Core i5-4300U 1.90Ghz 4GB 500GB WCam Win 10 Pro,"S/ 1419.00
          ",https://www.linio.com.pe/p/hp-elitebook-840-g1-14-intel-core-i5-4300u-190ghz-4gb-500gb-wcam-win-10-pro-tm4h9d
"Asus VivoBook 15 Intel Core i5 11th 8GB RAM 256GB SSD W10 15.6"" FHD Tctil","S/ 2499.00
          ",https://www.linio.com.pe/p/asus-vivobook-15-intel-core-i5-11th-8gb-ram-256gb-ssd-w10-156-fhd-ta-ctil-x1d6qz
Laptops Lenovo Thinkpad X240 i5 1.6GHz 12inch 8GB+500GB HDD WIN10,"S/ 1769.00
          ",https://www.linio.com.pe/p/laptops-lenovo-thinkpad-x240-i5-16ghz-12inch-8gb-500gb-hdd-win10-ynrtxs
Porttil KUU SBOOK M2 Intel Atom x7 E3950 6GB RAM 128GB SSD LAPTOP,"S/ 999.00
          ",https://www.linio.com.pe/p/porta-til-kuu-sbook-m2-intel-atom-x7-e3950-6gb-ram-128gb-ssd-laptop-vbz4bl
Lenovo IdeaPad 3i Core i5 8GB 512GB SSD W10 FHD 14,"S/ 2399.00
          ",https://www.linio.com.pe/p/lenovo-ideapad-3i-core-i5-8gb-512gb-ssd-w10-fhd-14-ld2mux
Laptop Acer Ryzer 5 3500U Ram 12GB DDR4 SSD 256GB 15.6 FHD Sin Sistema,"S/ 2419.00
          ",https://www.linio.com.pe/p/laptop-acer-ryzer-5-3500u-ram-12gb-ddr4-ssd-256gb-156-fhd-sin-sistema-n0oeka
Laptops gamer Asus TUF FX506LH-HN100T 15.6 FHD Intel Core I7 10th Gen 16GB 512GB SSD,"S/ 4699.00
          ",https://www.linio.com.pe/p/laptops-gamer-asus-tuf-fx506lh-hn100t-156-fhd-intel-core-i7-10th-gen-16gb-512gb-ssd-rzw9jx
"Laptop Aspire 3 A315-56-31P1 15,6"" Core I3(Th) 8GB 256GB  ACER","S/ 1759.00
          ",https://www.linio.com.pe/p/laptop-aspire-3-a315-56-31p1-15-6-core-i3-th-8gb-256gb-acer-jtrm4s
"Laptop Asus L510ma-Wb04 Intel Celeron N4020 RAM 4GB 128GB SSD DVD  15.6"" HD","S/ 1219.00
          ",https://www.linio.com.pe/p/laptop-asus-l510ma-wb04-intel-celeron-n4020-ram-4gb-128gb-ssd-dvd-156-hd-opeli8
Laptop Yepo - 8GB RAM - Pantalla 15 pulgadas + Mouse de Obsequio,"S/ 1099.00
          ",https://www.linio.com.pe/p/laptop-yepo-8gb-ram-pantalla-15-pulgadas-mouse-de-obsequio-jp3358
"Laptop HP 15.6"" Intel Core i3 10Gen 256GB SSD 4GB RAM 15-DW1085LA","S/ 2219.00
          ",https://www.linio.com.pe/p/laptop-hp-156-intel-core-i3-10-gen-256gb-ssd-4gb-ram-15-dw1085la-ynirl5
"LAPTOP HP 250 G7 15.6"" intel core  i7 10ma gen. 8GB 1TB NVIDIA GeForce MX130 2GB","S/ 3349.00
          ",https://www.linio.com.pe/p/laptop-hp-250-g7-156-intel-core-i7-10ma-gen-8gb-1tb-nvidia-geforce-mx130-2gb-vevgfx
Notebook HP 15-dw1085la 156 WLED HD SVA Core i3-1011U,"S/ 1809.00
          ",https://www.linio.com.pe/p/notebook-hp-15-dw1085la-156-wled-hd-sva-core-i3-1011u-vbclb2
"Laptop HP 15.6"" Ryzen 5 Serie 4000 256GB SSD 8GB 15-EF1012LA","S/ 2489.00
          ",https://www.linio.com.pe/p/laptop-hp-156-ryzen-5-serie-4000-256gb-ssd-8gb-15-ef1012la-v9ovkg
Laptop Laptop Hp Pavilion Gaming 15-EC1038LA  AMD Ryzen 7 4800H RAM 8GB 512 GB SSD Video GTX 1650 TI 15.6 FHD,"S/ 3999.00
          ",https://www.linio.com.pe/p/laptop-laptop-hp-pavilion-gaming-15-ec1038la-amd-ryzen-7-4800h-ram-8gb-512-gb-ssd-video-gtx-1650-ti-156-fhd-tqxfbh
Laptop HP 14-CF2519LA 14 Core i3 8GB RAM 256GB SSD FreeDos,"S/ 1819.00
          ",https://www.linio.com.pe/p/laptop-hp-14-cf2519la-14-core-i3-8gb-ram-256gb-ssd-freedos-jt9afy
LAPTOP HP INTEL CELERON N4020 4GB 1TB PANTALLA 14 HD MS REGALO MOUSE,"S/ 1349.00
          ",https://www.linio.com.pe/p/laptop-hp-intel-celeron-n4020-4gb-1tb-pantalla-14-hd-ma-s-regalo-mouse-lh5dgh
Laptop Lenovo 14W - Black - Amd A6 4Gb 64 GB,"S/ 1049.00
          ",https://www.linio.com.pe/p/laptop-lenovo-14w-black-amd-a6-4gb-64-gb-ynwtsx
Laptop Lenovo S145-14Iil 14 Intel Core I5 8Gb 1TB - Platinum Grey,"S/ 2499.00
          ",https://www.linio.com.pe/p/laptop-lenovo-s145-14iil-14-intel-core-i5-8gb-1tb-platinum-grey-wyuz2z
Laptop Lenovo Ideapad 3 15.6' Hd Amd Ryzen 3 8Gb Ram 256Gb Ssd,"S/ 1799.00
          ",https://www.linio.com.pe/p/laptop-lenovo-ideapad-3-156-hd-amd-ryzen-3-8gb-ram-256gb-ssd-vc1l01
Cargador Lenovo Ideapad 330s 20v 2.25v 45w,"S/ 109.00
          ",https://www.linio.com.pe/p/cargador-lenovo-ideapad-330s-20v-225v-45w-tqc0iv
Laptop Lenovo Ideapad D330 Intel Celeron 4GB 64GB Teclado en Ingles,"S/ 699.00
          ",https://www.linio.com.pe/p/laptop-lenovo-ideapad-d330-intel-celeron-4gb-64gb-teclado-en-ingles-qccupg
LAPTOP LENOVO CORE I3 7020U 2.30GHZ 4GB 1TB 14 HD V14 IKB,"S/ 1499.00
          ",https://www.linio.com.pe/p/laptop-lenovo-core-i3-7020u-230ghz-4gb-1tb-14-hd-v14-ikb-s10htx
Laptop Lenovo Ideapad D330 Intel Celeron 4GB 64GB Teclado en Ingles,"S/ 699.00
          ",https://www.linio.com.pe/p/laptop-lenovo-ideapad-d330-intel-celeron-4gb-64gb-teclado-en-ingles-osdqqh
Lenovo IdeaPad Gaming Ryzen 7 16GB 512GB SSD NVIDIA GeForce RTX 3050 Ti 4GB,"S/ 4699.00
          ",https://www.linio.com.pe/p/lenovo-ideapad-gaming-ryzen-7-16gb-512gb-ssd-nvidia-geforce-rtx-3050-ti-4gb-n2dwb3
"Lenovo Ideapad 3 15.6' FHD AMD Ryzen 5 5500U Radeon 7 Graphics 8GB 256GB SSD Lector de huella , Artic Grey-Gris","S/ 2299.00
          ",https://www.linio.com.pe/p/lenovo-ideapad-3-156-fhd-amd-ryzen-5-5500u-radeon-7-graphics-8gb-256gb-ssd-lector-de-huella-artic-grey-gris-n18ju4
Lenovo Ideapad 5 - Ryzen 5 - 8GB - 256 GB SSD -Graphite Grey,"S/ 2249.00
          ",https://www.linio.com.pe/p/lenovo-ideapad-5-ryzen-5-8gb-256-gb-ssd-graphite-grey-jtq1vf
"Laptop Lenovo IdeaPad D330 Convertible 2 en 1, Intel Celeron RAM 8 GB, Disco Slido 128GB","S/ 899.00
          ",https://www.linio.com.pe/p/laptop-lenovo-ideapad-d330-convertible-2-en-1-intel-celeron-ram-8-gb-disco-so-lido-128gb-mzzxcl
"Laptop Lenovo Ideapad 5 15.6""- Ryzen 7 - 16 GB - 256 GB SSD - Graphite Grey","S/ 2999.00
          ",https://www.linio.com.pe/p/laptop-lenovo-ideapad-5-156-ryzen-7-16-gb-256-gb-ssd-graphite-grey-jt4zcp
